Tweet ID,User ID,Bullying_Traces?,Type,Form,Teasing?,Author_Role,Emotion,Text
107611833703202816,27154623,n,,,,,,@Suchafuqnstar haha same ! but im kinda proud of royce for standing up for herself cuhs i felt like they always tried to bully her . !
101467014152982529,261942365,y,self-disclosure,verbal,n,victim,anger,"Read my response to ""Você já sofreu bullying?"": http://t.co/Hy6LJLT"
104785436215476224,84244872,n,,,,,,#Coppers is just legalised bullying and brutality....
104189820905066499,62967265,n,,,,,,but she a bully anyway so i have no worries they ain't fucking with johrielle that I promise
102338114521010177,149933177,n,,,,,,praticat bullying nem é onda emmm
108146843740934144,63929772,y,report,other,n,reporter,none,Wishing this girl would stop bullying/harassing me via twitter
101947933766856704,105744774,y,self-disclosure,other,n,victim,none,@Victoria620_ Lmfao u know that's a lie fool xD i'm not a big bully let's not exaggerate haha
103999998290698240,56866867,n,,,,,,"Aguero is getting bullied now, the honeymoon for him is over in premier league"
102361955922227200,36479492,n,,,,,,"@mattrox456 Matt, I nearly got taken away from my parents at 13, the bullying started at a very young age cause I was chubby and stuff"
108011015886741504,339488329,y,cyberbullying,verbal,y,victim,none,Is not we lame or childish such small things also want complain to oppa. But sorry I just can't stand it that you bullied my friend
108247239046086656,296144496,n,,,,,,Education Nation: Bullying | Turn to 10 http://t.co/sxTIWtp
109128111286788096,357070987,y,self-disclosure,other,n,victim,none,@NerdieJoseph Make sure he's the bully in the neopet playground. B)
102559381895385088,304117147,n,,,,,,@Cbodacious15  is a bully:(
107963829350187009,342490905,y,self-disclosure,other,n,victim,none,"@RadiowaveFM I'm going to smack the bullies of course, bullying my kid(if i had one) is very personal"
100349952340922368,138819804,n,,,,,,Little man starting a new daycare today so I played beans for him so he can be on his broad street bully shit #NCT
106432747123384320,324735838,n,,,,,,Fuck me Flights are expensive these days #Bulling
106388116859924482,49259024,n,,,,,,@Jbest0223 who we Internet bullying tonightttt #ALiENGANG
106857257089765376,230708815,n,,,,,,"CHOCOLATE PLANTS R NOT SWEET/THEY BULLY & BROWBEAT/FOREIGN  STUDENTS R AT THE MERCY/OF THAT BITTER TYRANT,HERSHEY/HISSES/4 HERSHEY KISSES"
107965455666393089,100077761,n,,,,,,@KingOfAnkh awww I feel like a bully now *pouts* @sarahransley
104133523530719232,100486419,n,,,,,,Cute!! Bully cat :-P keke  http://t.co/R4hCBEo
105748774386806785,143223033,n,,,,,,@SarahPaIinUSA the bible? The one with the angry bullying vengeful spiteful child hating woman hating and homophobic god? That bible?
106881201767325696,115770285,y,accusation,other,n,accuser,none,Fourth Circuit Court Upholds School Discipline Of Student For Internet Bullying http://ht.ly/670ev #bullying #sm #schools
100284224363429888,309160303,n,,,,,,#ahoraveo. Bully beatdown !!
106491615908085760,66429734,y,report,other,n,reporter,none,Please rt (http://caltweet.com/sb5 ) - BEDROOM BULLY &lt;-- RSVP HERE
107475920973086720,192431519,n,,,,,,@Leexavier @brunagih e a toca do bulling haha
101720051027156993,67952424,n,,,,,,The more I think about it @samiahR_Griff bullied me!!
102270211994034176,65974777,n,,,,,,Whether life's disabilities left you outcast bullied or teased rejoice and love yourself today cause babyyy u where born this way!!!!
103453815772168193,95240941,y,self-disclosure,other,n,victim,none,@arthur_indie88 esta bien! yo hago Bullying Virtual!! #LOL #fb
101426533947813888,84208239,y,report,other,n,reporter,none,"Great testimony to the Gracie Family.
Bullying Victims Fight Back With Help From Brazilian Jiu-Jitsu Royalty http://t.co/ITWOxi6"
103586838391947265,174406138,y,self-disclosure,other,n,victim,none,Bully beatdown got a girl bully this time.
106083278129348608,70229689,n,,,,,,"#AskGreyson Purple Sky is amazing, did you write it to show your bullies how far you've came as well as for people suffering bullying?"
100576879228100609,203244428,n,,,,,,I liked a @YouTube video http://t.co/gtYIRAo Bullying e Rodeios - #Vlog
104579396190474240,89721062,n,,,,,,"Drunk girl, crying girl, fighting girl. #tequilaredbull"
105748775804469248,212801021,n,,,,,,@alyxpleaden @Angry_Regard @AVFC_06 consider it revenge for the heartless twitter bullying :P
109086341849030656,244369556,n,,,,,,"I'm not one for violence or reality tv. BUT, Bully Breakdown on MTV2 is very entertaining. Just sayin'"
102459163208204288,105815996,n,,,,,,"Am I crazy or does anyone else think that you probably shouldn't have heels like the Bellas at the ""anti-bullying"" rallies?"
105591610502422528,308198315,n,,,,,,@emmaleezmolek lol yeah but i dont ever see u using it. U have to bully the shit out of kids until they dont show up the next day of school.
107608458337071104,190310008,n,,,,,,i dnt believe the rumors about will nd jada spiliting up. thats a bunch of bull.
100607317552267264,15379873,y,self-disclosure,cyberbullying,n,bully,none,Sheesh. River is such the little bully. Poor Fray. #felinedrama
104291846452285440,57322324,y,report,other,n,reporter,none,HBR.org: Identify and Stop Workplace Bullying http://t.co/5gV05em
107304989298393088,108556210,y,self-disclosure,verbal,y,defender,none,#ReplaceMovieTitlesWithHoes cyber hoe (cyber bully)
101357276404789248,214279710,n,,,,,,I got asked if my school days were like Inbetweeners. I said no bullied for five years and couldn't wait to walk out the fucking door.
105503621281611777,330090832,y,report,physical,y,reporter,none,Popeater → Seth Matlins: The Self Esteem Act: It's Time to Confront the Bully That Is Our Beauty Culture http://q.gs/LaKd
101707551346925569,136360376,n,,,,,,"@stevie_reed your just bullying me, you love me so.."
104204899134353408,90850151,n,,,,,,Sofro bullying
104639058256465921,46822887,n,,,,,,@__alexithymia who's the kid?! I'm the kid bully hahahaha
106226651477708801,129621181,n,,,,,,@ToadonaWire The bully scenario was during the discussion of world dictators. Your protection at our borders is one option. Realistic?
108713417606561792,38910135,n,,,,,,@Nevie_Nevada r u ready for High School?? d way i'll make dem bully u erh. Muahahaha!!
101690539421863936,86962123,n,,,,,,Thats bullying unghh!
103190292026494976,20957347,y,self-disclosure,other,n,victim,sadness,"Michael Jordan was an adult bully, herbing grown man on the basketball court all day long! 

-The Best Ever-"
106113866781560832,330523876,n,,,,,,Rebecca black getting homeschooled because of bullying? Wow. yes her friday song is annoying but death threats to 14 yr olds really? #lame
108651944393969664,283743944,y,denial,other,n,bully,none,@huixiangSIM not forgetting hUixiang too!!! Yay!!! Never bully @Hamszerisme  ah. Can't wait to sayang her instead la
101949348434284544,94912172,n,,,,,,Working with Young People Who Are Bullied: Tips for Mental Health Professionals http://t.co/dSDKlwk
103577270043688960,110555902,n,,,,,,"Not much time left to school starts. TAKE the time now and talk to your kids about bullying, what to do or not do. http://t.co/aStc19d"
103998015513165826,151136369,n,,,,,,"""except I'm not bullied because I like boys"" #glee @emdawgg"
104374868975431681,64909297,n,,,,,,@_alianicole i kno a play where u i was always the bully n champion !!  ooowwwww
102115692576391168,57026075,y,self-disclosure,other,n,victim,anger,Bullying NEEDS stop! #StopBullying
107648781767544832,19555901,n,,,,,,♫  Rebecca Black Leaves School Due to Bullying http://bit.ly/pm4ZBB
105419676720439297,56526010,n,,,,,,They bully me
105767187247136768,54990349,n,,,,,,"@velourvelvet I'm pretty bothered by it too. I'm also bothered by the fact that Draco Malfoy is bullying apes in the movie too, wtf?"
106382369937825792,233635512,n,,,,,,@yeenboutthtlife lmao..you are a low-key bully
106933285317394432,81856030,n,,,,,,I have a sad story.Today I was having a conversation with this 15 year old boy who told me he gets bullied in school and kids tell him he...
107101253061984256,99993914,n,,,,,,"Dear Mother Nature, I wish you would stop fucking shit up cuz U aint making this recession no betta & if we go you aint gon have no1 2 bully"
101862887135518720,288985838,y,report,other,n,reporter,none,"@Umshafi okay. This is cyber bullying. I will report u to twitter! Haha he's a grafter, I'm more the brains 8-) okay, don't publicise it! x"
106263744774021120,28185353,n,,,,,,"New article: Twilight producers deny bullying twilight fan read more
http://is.gd/Q97pxO"
100296231934377989,276556592,y,denial,other,n,bully,none,kyou-chan is a bully... D:
100985753965838336,138176966,n,,,,,,@_PaaoDoce Bullying no twitter :o
101968744955383808,347777843,n,,,,,,bully paws needs help covering vet costs for poor bootsie. she lost her pups due to complications during birth. http://t.co/tjcRlRi
104162213962592256,100399532,n,,,,,,@NezziiATL :( y u bully me so? You should come look after me ;)
106493122346885121,166657245,n,,,,,,@Lbbbxx @bbborrreddd But 00 bully me! So equals to you also bully me! Togetherness yknow!!
108644612293402625,177298266,n,,,,,,I hate waking up to bullshit text.. what happen to tryna sweet talk a chick into liking you ... Niggss tryna Bully a bitch now days
100284231414054912,240423088,n,,,,,,I used to bully @ThatKidSonya so much in class lmfao she kept me laughing for dayssss !
100701601412554753,241364909,n,,,,,,@louloubell1985 try telling parent and gparents that. Some of it is shameless and amounts to bullying. How great were their grades tho? X
103999868032385024,52172089,y,accusation,other,n,accuser,none,Gay Teens Sue Minnesota School District over Bullying Policy http://t.co/HxPqaAZ via @TIMENewsFeed
106287565178548224,33273844,y,accusation,other,y,accuser,none,"@DemiIsUnbroken_ TROL IS BULLYING ME??! well, not really bullying she is just calling me a bitch :o ;D but its nothing bad, i can handle her"
108739713350897665,52523494,n,,,,,,Don't confuse the purpose of testing vs. student learning. Julia Steiny: Punitive Testing is Educational Bullying http://t.co/hiEvhiq
102328276634173441,57869243,n,,,,,,I can't stand a bully. Miserable bastards.
107083440184238080,185622629,n,,,,,,Suicide is the 3rd leading cause of death of kids our age. Stop bullying & judging. Love everyone & you will learn to love yourself.
108165545135837185,81477506,n,,,,,,"God forbid, but if CCTV was in your firm, would 'Big Brother' see staff acknowledged/appreciated or intimidated/bullied? #bullying"
108228194213179393,126803250,n,,,,,,"i just WISH a Lion would burst into this office and then i tamed the Lion and then rode it, and everyone would cheer and stop bullying me."
107289676553007104,39083471,n,,,,,,@RAIDERS repin the (805) JUST WIN BABY!!  BUILDING A BULLY IN OAKLAND!!!!!!
104578777341894659,97397561,n,,,,,,"Every 7 seconds a child is bullied, humiliated or neglected. The time it took yu to read this is one child right there. Make it better. #bap"
106903776950108160,139418776,n,,,,,,@AKidCalledDrew cyber bully you? want me to do it in person then? mm. try tomz and see if im nicer! ;)
108348059657838592,343919654,y,self-disclosure,other,y,bully,none,@Niketa: You might be interested in this pledge for online videos: http://t.co/liHRQ7u & my blog on cyber-bullying http://t.co/pGFMhbY
108010144616550400,348682185,y,self-disclosure,other,n,victim,none,"cousin, a straight A student, bullied into suicide and my eyes start tearing up knowing I'll never see him again."
101519641423253504,334414624,y,self-disclosure,other,n,victim,sadness,@IzzyLloydCarter LOOL! Bullying? You? Nahhh never thaaaat *hugs*
101740479141515264,181959418,n,,,,,,"@heeberstein omg lol, ur the ultimate bully! WHATASTACKALACKALACK"
102392880030683136,349105744,y,self-disclosure,other,y,defender,none,@cthrasherz you know what!? im reporting you!! #bully XD
102973600243523585,285531620,y,accusation,other,n,accuser,none,"My man @LMRBRWN just said ""stop bullying children"". Dead."
106171321460867072,253746942,y,self-disclosure,other,n,victim,none,"#schools Students CAN get it in their Hearts & Minds that Bullying is wrong..Reach, Help, Teach, Empower #moms #twitterdads #parenting"
101708634240729088,109990173,n,,,,,,@brendan_tew @natlovesyouxoxo owhh is it ? Ok . Beginner of Twitter . Don't bully . HAHA
102068601430872064,121914133,y,report,other,n,reporter,none,Preparing your child for school bullies http://cot.ag/oErG5t #bullying #cyerbullying #parenting
105160575692185600,23458242,n,,,,,,"Wah difollow sm school bully yg 15 thn lalu ngatain gw ""Freak bgt sih lo!"" and made my teen years unbearable."
100645891253338112,26720456,n,,,,,,@sarahhamill_  cuz they get bullied more than me and i dont think its right1 so we r rebelling against those 'popular kids'
101638816841990144,315256387,n,,,,,,"@DonyaFox i think you're beautiful, and who ever is bullying you, is just jealous of how your life is turning out great :)"
105008343424307200,336913309,n,,,,,,@AustinMahone #dontbescared of bully's if they bully you then ur obviously doing something right:)
106738581149716480,337989843,n,,,,,,"Expected & unsurprising that Gov. Perry can bully a student questioner and have it ignored, yet press still jonesin' for ""angry Black Prez."""
107118730848374785,36911064,n,,,,,,Check out resources from YWVCA's Family Violence Prevention Project. Info on bullying & teen dating violence prevention http://ow.ly/66Or6
103966894725398528,97282015,n,,,,,,"""Starve a bully, feed your soul.. STAND #GRAND!"" This isn't just a quote, but a way of life.. (: Thanks @VinCastronovo &lt;3"
105372057461735424,322202767,n,,,,,,I'm bout to spark my j fuck crying I'm over the bull shit
106792872891781122,82844222,n,,,,,,"@chrisjballard @hullbird haha, big parka on with the bully handle on top of the fur lined hood..."
108596961548042240,272643361,n,,,,,,@KiidSMASHH your a bully to me :c ;b
104054854036635648,134695291,n,,,,,,Cynthia I Was Tryna Give You Some Play But You Was Bulling.
104331327649755136,52284370,n,,,,,,@HiMyNameIsSeton let us know if Dan signs the contract. Dan nation is going crazy waiting for the answer. And don't be a bully. Ha Ha
104425742347149312,354787819,n,,,,,,@MacMiller no worries. no body cares about what who dude said. bully.
100655629135384576,189353323,n,,,,,,Bully Beatdown
104347964176220160,83272729,n,,,,,,I remember being bullied and I wont let it get me down first because ima be big one day and they will watch while I do
104354165760864256,341319526,n,,,,,,DOJ alert: Bullying epidemic spreads to #cat world: http://t.co/pPz5k8m
100433186303119360,265258687,y,self-disclosure,other,n,victim,none,"@HarryKTV Fuck you you've bullied me loads today :( , but yes :( atm I have 1 and just banged my head on my bed :( :("
104277791448645632,266098570,n,,,,,,Rebecca Black drops out of high school b/c of bullying. #lordylordy http://read.bi/qm3EQ4
107483012735844353,333685983,n,,,,,,"""@QuotesForGirlz: stop fucking bullying. #NOH8 every girls should see this---&gt; http://t.co/DHaFjfP"""
109097195076190208,222275837,y,self-disclosure,other,n,bully,none,"Miranda e Nathan falam sobre Cyber Bullying confira no blog
http://t.co/OEztTK9"
103660927131455488,32120754,n,,,,,,- The Great Earnings Yield Spread Divergence: The Bullish Case http://t.co/IPMFRjh
104937496504315906,123180764,n,,,,,,"Rebecca Black Left School Because of Bullying: 
        
      by Billboard Staff | August 11, 2011 9:33 EDT You... http://bit.ly/p9WGvX"
105997845311655936,254659443,n,,,,,,My VIV moment - an article on my anti-bully efforts. Please read and share! http://t.co/v3m8gpc /via @wordpressdotcom
106350098052694018,261763871,n,,,,,,"is a glockenspiel player, a bottle with a message, a bunch of fish, an average father, a wave, a bully, a thirsty appl…http://t.co/CiJm0SZ"
107088394177359873,33886204,n,,,,,,I still remembered how much i bullied him. Nyehehe
101661642630238208,272277273,n,,,,,,"There's never a wrong time to talk about bullying. The more we talk, the more we can work to put a stop to it. http://t.co/TWUmxr2"
102261706230734848,309104514,n,,,,,,SO NOW IM A CYBER BULLY?! THANKS ASH! THANKS SO MUCH! YOU JUST MADE ME FEEL A WHOLE LOT BETTER!
103174042059677697,236622510,n,,,,,,@Trevaun_S this kids a boss. I'll bully u if I feel like it. as a boss I can do #whateverilike but I won't bully @Erica_Ballott shes cool :P
104306460766384128,191658068,n,,,,,,@KMFMelvin @kerryyyyyyyyy @jolenees why exactly do u have his slipper o.o U bully ppl till take their slipper o.o
105389314569023488,332975018,n,,,,,,@Solid_Dutchess @Da7thSavage @LoV3Ly3Yanya @TweetMe2Morraw man im fina get bullied the whole way there!!! Lol
105724713405399040,349741943,n,,,,,,"Gearing up for school?! Add our new book, ""Transforming School Climate and Learning; Beyond Bullying and... http://t.co/CH20g3k"
103921751498555392,194661062,n,,,,,,@Megan_BelleAmie yeah!:) esther and soph were bullying me but its all good;) wish you could have too! We're seeing them thursday though :D ♥
101463702892584960,284382132,y,self-disclosure,other,n,defender,none,@CherryXMe fine! But can I please ask u and @grreeey to stop bullying me?! Ha! @dearnamay
104943406177976320,234333183,n,,,,,,@SayAnythingxo haha im against bullying.... people have enough problems without it.. but sometimes u need to put your two cents in no need
103281390916866048,150801728,n,,,,,,if I was those babies id fuck angelica up . shes a bully !
104886592128294912,20183602,n,,,,,,Best Bully Sticks Spotlight on a Breed: We Honor Maddie the American Eskimo: We always love getting emails from ... http://bit.ly/rlUS4m
105444768116514816,293223424,n,,,,,,Bullying http://t.co/sbHjDUt via @youtube
108032322682630144,328222138,y,accusation,other,n,accuser,none,News: 2011 Hibiscus Festival to highlight bullying: Physical and sexual abuse along with bullying in s... http://t.co/mTUkpkT #vodafone
101771921825333248,348045338,n,,,,,,Happy Birthday Bully @itschrisbro_ :) .
104749061550256129,164505924,n,,,,,,Bulling has to stop &gt;-----&lt; it start wit u and u and i mean u ------&gt;
108182496914587648,107901744,n,,,,,,"Read my response to ""Você já sofreu bullying?"": http://t.co/r2waMrh"
100267452637773825,128056306,n,,,,,,Dharun Ravi wants the #TylerClementi case to be dismissed. http://t.co/2bleh1v #LGBT #Bullying #HateCrime
109028075420913665,130977029,y,self-disclosure,other,y,victim,none,"Only primary 2 only come here and bully people. Act like a demure, obedient girl. Grow up sure jialat"
100611519338913792,166750403,y,report,other,n,reporter,sadness,"#OnlyRealJamaicans eat ""bully beef"" outside fi avoid di gingi fly dem frm entering dem house"
108525322449858560,217184600,n,,,,,,21-Day Put/Call/Bull-Bear Spread...Short-Term Rally...... http://t.co/GtUE7Wp
103146347267489793,176953040,n,,,,,,"How to Prevent Bullying, Cyber Threats: School is back in session soon, and some kids are not looking forward to... http://t.co/SJa7ENH"
106170024061976576,149982753,n,,,,,,@runlolarun I just get why 1 sort of bullying should be prioritized. Should the Mets only support 1 type of disease based charity too?
107578336842219520,298051515,y,denial,other,n,bully,none,@JakethebakerBB I said because he was bullied but he was bullied after he started cutting himself of that reason whic I will only say in dm
108582156443463680,284039957,n,,,,,,Every time I go into my inventory it seems I have under 20 bullets total spread across 4 guns. #DXHR
103160698615504897,142349194,n,,,,,,Bully-Ridden Schools Have Lower Test Scores: Bullying in hallways and locker rooms is linked to lower test score... http://bit.ly/mYYSio
103263158235435008,158553986,n,,,,,,How being bullied can damage your confidence http://dld.bz/5U8W
104938200375640067,127726322,n,,,,,,@beetssyy ayy no its not bully! :p
105432928586170369,133068945,y,report,other,n,reporter,none,@Raines_Lim HAHA! Cause you so tall and scary! LATER BULLY ME HOW?!
105836687019622400,32500626,n,,,,,,This is what happens when you bully me... #karma http://yfrog.com/gybqalatj
108032145603301376,291724846,n,,,,,,#ebz Oh gather round me bully boys  And I'll zing you a zong  Of the windless waveless sunless Ze... http://t.co/QPBZkdB
101478090705879041,152472761,n,,,,,,YO BD IS A BULLY..LOL
102543015549222912,279139616,n,,,,,,"New Jersey Schools to have US toughest anti-bullying laws - 18 pages of requirements, and league tables : http://t.co/MAdEo9b #edchat #edlaw"
102160685722640386,285832025,n,,,,,,Been watching bully beatdown allday. lol
108685263932366848,290612463,y,self-disclosure,cyberbullying,n,victim,none,"""I want to help with bullying because there are girls who cant just up and home-school and focus on their career."" - Demi."
102795436213022721,332593669,n,,,,,,Nuff Bully Vans On Mare Street Strip! ...
104696552550965249,101075559,n,,,,,,"Check out Blood and Lace. ""@AwesomeBMovies_: Wes Craven named Freddy Krueger after a boy who bullied him in school. #FilmFacts #Horror"""
108616946081218560,302952393,y,accusation,other,n,accuser,none,@leegiles81 is it true when you said you really fancied a kebab you got bullied into sheppards pie? #walkover @MichaelGiles
108967162009501696,358368837,y,self-disclosure,physical,y,victim,none,"@ArrghPaine For what causes? ""Tell them to compromise""? We clearly have different definitions of the bully pulpit. :-)"
101008493435305984,149325637,n,,,,,,Justin Bieber has been a victim of cyber bullying.
101820212868939777,337332746,y,report,other,n,reporter,none,As Real As It Gets: Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty http://t.co/sl71Cnx
102899269400403969,249392033,n,,,,,,@RavenDelMuerto about u being bullied: WHOS DOING IT??!! I WILL KICK THEIR ASSES WITH MY EMO BOOTZ! &gt;:P ur my gothic sister&lt;3
106052274966638592,22999809,n,,,,,,"I haven't done anything bad!:p @isabelmariee, karma will hunt YOU, for been a bully"
107897784560132096,279904189,n,,,,,,apparently I'm a lil bully
101789959329030144,25976850,n,,,,,,I've never seen a bully take someone's lunch money like in the old movies and television shows!
101959198732058624,133099857,y,report,physical,n,reporter,none,"#ScaryMovieRulesToLiveBy don't bully the socially awkward kids, trust me his bullying comes with a few bullet shells ."
102667134336905216,316680553,y,report,other,n,reporter,none,"@Siriusjay Great Job not backing down to a 50 year old bully! He came across as vain,small, egomaniacal and thin skinned. Kudos."
105178221896671232,302706301,y,report,other,n,reporter,none,@DarkAngelD I got picked on in HS. People will bully others for absolutely any reason!
105615274283249664,134406326,n,,,,,,Rebecca Black Leaves School After Bullying: 'Friday' sensation will now be home-schooled by her… http://goo.gl/o48Im
101455569122107394,208773025,n,,,,,,@glaad your bullying apologize is not going to make me like you. I like my gay friends for who they are. Not because you make me. #fuckglaad
104299090631868417,33814397,n,,,,,,"@L_Jiawei WTF? Where got pole name like that one? No la,you don't anyhow thing. That day all bully one handicap. Noob"
108667564900622336,65202118,y,self-disclosure,other,n,victim,none,#Bullies When Bullies Attack What does your child do when every http://t.co/rvbV5NG
102835601451122688,209998638,y,self-disclosure,other,y,victim,none,Sir Alex Ferguson’s men used to bully Wenger’s physically; now they bully them with the ball - @henrywinter
108226226258313217,37627349,n,,,,,,No to Bullying at GB! http://youtu.be/wY7Gvq0P4hc http://fb.me/18v13yW9d
101684638333935616,232793784,n,,,,,,Bullying Chinese editorial certain to start off relationship with new Japanese PM Noda on wrong foot.   http://j.mp/ofE4hk
102025782976720897,39215832,n,,,,,,@levonsixD I did ' I was like omg lev is lifesize there ;) jokes I am sorry for all the bullying of you I am doing today....
102945352931479553,35926865,n,,,,,,Y @RickeySmiley going in on Tami  bulling Meeka lmaooooo
107882730859147264,312922466,y,report,other,y,reporter,none,@its_GB_hoe do u know any body that would want a american bully? He's well trained.
108846871165927424,64222355,y,report,other,n,reporter,none,@LoccDogg first I aint big for no reason. Second I don't bully no body Third I beat ass cause I know how 2 fight ... http://t.co/3BeGZiX
104327083781652480,266275747,n,,,,,,@canofwormstv #canofbullies Educating children to see bullying as pathetic would help. Kids bully from having low self esteem.
104910528555663361,48234164,n,,,,,,See the girl with alot of makeup? She wears it because she gets bullied & wants to feel beautiful.
106167556355801088,276129382,y,self-disclosure,other,n,victim,none,Check this video out -- Hey Fox News -Stop Bullying Kids http://t.co/5To4z4M via @youtube
106479431454953472,301753628,n,,,,,,@BenWiseMelb @mickmalthouse has enough on his plate than to be bullied in to solving the ills of the world.
100678085166379008,44768272,n,,,,,,Selena Gomez was on barney? And got bullied about it? Then cried when she was kicked off? Then did commercials? #didntknowthat
104302551826042880,38101611,n,,,,,,@botdfmusic i need adivce.i have started 2 let the inner me come out& b/c of this i get bullied& shit. What should i do about the bullying?
106578643945390080,67853223,n,,,,,,#Bullying Subscribe to my free self-defense bully blog Rss Feed http://t.co/pTQ5CsX
100978312372953088,169334267,n,,,,,,"Hahaha rebecca black's been pulled out of school due to bullying, she said 'kids walk past me and sing friday in a really nasally voice' Lol"
102867140608139264,95340000,n,,,,,,"Cyber bullying almost makes no sense 2 me. If you dont like something press the X button, delete your account, live life. Nothing 2 die from"
104945978813063170,310617610,n,,,,,,@mitchpargeter bully + being my bitch = 37 followers oooooooh;) &lt;3
108740913878151168,186066215,n,,,,,,Slumb Bully
101549371606310912,340231554,n,,,,,,@henrywinter Yeh but you got bullied at school you fucking rent boy.
102046868187516928,40496312,n,,,,,,"#LISTEN Ca$h Feat. DanMan Tha Bully - ""Throw It Up"" - http://twitrax.com/s/omehf4"
104945994482974721,25796243,n,,,,,,#flashback gue sering bully @mega_achmad pas kecil ‎​​( ˘ з(˘⌣˘)
105146052822302722,306929978,n,,,,,,@Niishmaxoxo @Maverick_E @Zak_f @Element_AA @MissFeema bullied? We treated u like a princess lool u should be grateful
107957858724872192,74566307,y,accusation,other,y,accuser,none,#Rejectedkidsbooks The idiot's guide to bullying
102060997623300096,283156870,y,report,other,n,reporter,none,"Don't get bullied, add codes. 13 new codes found."
105425302548779008,223475484,n,,,,,,".@a_picazo you are participating in the libel by baselessly claiming @shoq is a bully.  again, i caution you to watch what you say. #p2"
107918746487754752,252214848,n,,,,,,Cyber bullying cases growing with new technologies - ABC Online http://t.co/7s790OT #family
105499354151911424,190538939,y,self-disclosure,other,n,victim,none,"BEAT DOWN THAT BULLY FROM HIGH SCHOOL, THROW YOUR DRINK ON A PLASTIC GOSSIPING BITCH, EGG THAT ONE EVIL TEACHER'S HOUSE. TAKE IT BACK!!"
105813684638593024,189394410,n,,,,,,"@MagooTora School is GREAT (Hawk teachers keepin dat bully away and all) I couldn't ever be mad at you, so other."
104371425728667649,237826854,n,,,,,,"@EPIPHANYRENEE Lol let's not get grand u fall in a plethora of categories 2 many 2 name lol petty,stubborn,bossy & a bully just 2 name a few"
106489340020002816,107748457,n,,,,,,GLittle just kicked another one into the stands.....Touchdown...#ImBullcityEvenWhenImInTheLeague!!!Leggo
108866064921800704,362477202,y,report,cyberbullying,n,reporter,none,Check this video out -- Pretty Boy Floyd Bully Pitbull http://t.co/wJD5Lg5 via @youtube
104247266952478720,130877774,n,,,,,,@Cath_Mayoevans @julesrisk63 u virtual bully making her hit me lol
104877521178333184,65137327,y,accusation,other,y,accuser,none,High achieving #Latinos who don't conform to stereotypes are vulnerable to the effect #bullying has on grades.  http://t.co/vqbp1cX
106783522785730560,199451704,n,,,,,,Lutherans Vow to Prevent #Bullying http://t.co/hXtkB2H via @glaad Will @UsSenBrown stand up too? http://t.co/XycnXfw
101024152793792512,154283115,n,,,,,,Ew I come back and everyone is hating on @gagaglobal for one small mistake...Stop bullying Monsters! Please enough drama on here already.
101442273434288129,71571107,y,report,other,n,reporter,none,@_Vanna817 who bullying u
102546123742384128,264086682,n,,,,,,"#oomf dog got upset when I left, only cause another #oomf was being a bully to him :("
106115506414698497,274223364,n,,,,,,MTV VMAs: Kevin Hart jokes he was bullied to host sans pay [Video] http://t.co/p6gmXNT
103888870243971072,259342517,n,,,,,,Raiders coach Hue Jackson Building a Bully? http://t.co/A7vQFtx via @sfgate
105724574972383232,70172914,n,,,,,,#IfIWereU I would stop cyber-bullying because one day its gonna come back on you. You know whyy? Cuz KARMA is a bissssh.
105990019029794818,283010339,y,self-disclosure,other,n,bully,none,"If you bully others,then you don't love yourself !!-Mrs.Manwell!!
#itsthedangtruth"
107876760821051392,328321464,n,,,,,,@QueenOf_Pluto Yea U right lemme stop being a bully lol...
102737407081848834,290632487,n,,,,,,@CountyClare7 @rolo_the_cat  Very wise words. Rolo is lovely. Let's get Rolo back & stamp out Twitter bullying. We  Rolo.
102850603000135681,322669111,n,,,,,,oh Jessica you are so funny! stop bullying! http://t.co/mhubVj4
106397137285292032,32773428,n,,,,,,@ShannonFowler_ I'm good... how are you? Doesn't it feel nice to not bully me? :)
109075860769869824,70252763,n,,,,,,Bullying Should Not Be Part of Back-to-School: It's the start of the school year and for most kids this brings a... http://t.co/ekIoyIe
104389649753059328,295235514,n,,,,,,@STFUimTweetinHO lol Oo an I'm the bully
104984624287072256,60367765,n,,,,,,@PeiMMun94 @wwliew94 no la..juz dun wan bully her...see she dissapear again....
106851804679122944,272764215,n,,,,,,"@SiR_MiNaJ ahaha! u call this bullying... no DUMMIE your the 4 yo, because your ignorant - look it up ;)"
107543588367368192,148827507,n,,,,,,@ShaneAwesome @DiCosmo609 @Resa_Resa23 @Blu_Berriii lmao see what I mean.. Lol bully beef
106805030799159297,201436065,n,,,,,,I realized he gets bullied... that's just more of a reason for him to be my friend &lt;3
102756793435951104,33407615,n,,,,,,I cannot WAIT to watch Rachel and Jordan walk out that door. Jeff was a bully and deserved to go home. What a pathetic season.
103578899417546752,151712278,n,,,,,,"Retweet if you're 100% against bullying. If you retweet this, you're an inspiration to me. &lt;3"
107406168841924608,100993913,n,,,,,,"Great news for England cricket,biggest compliment is that they remind me of Aus at their peak,all round class n totally dominate n bully"
103269309777842177,55832805,y,report,other,n,reporter,none,#np WAIST AND POWER........... i just luv this track... ku33333 i get POWEr call me ECG.... bedroom bully i know u see me..#refix lmao
